;TimeOfDay;HeadwayTime_L1;LinkTravelTime_L1;HeadwayTime_L2;LinkTravelTime_L2;HeadwayTime_L3;LinkTravelTime_L3;DayType_1;DayType_2;DayType_3;LinkRef_200:10427->200:1183;LinkRef_200:1183->200:2673;LinkRef_200:1188->200:1190;LinkRef_200:1190->200:1192;LinkRef_200:1192->200:1193;LinkRef_200:2673->200:2675;LinkRef_200:2675->200:1188;LinkTravelTime
249232;16;237.0;201.0;453.0;119.0;775.0;105.0;1;0;0;0;0;0;1;0;0;0;165.0
249233;16;230.0;60.0;436.0;69.0;767.0;63.0;1;0;0;0;0;0;0;1;0;0;56.0
249262;16;490.0;67.0;739.0;77.0;899.0;154.0;1;0;0;1;0;0;0;0;0;0;107.0
249263;16;472.0;70.0;710.0;80.0;901.0;46.0;1;0;0;0;1;0;0;0;0;0;49.0
249264;16;473.0;74.0;729.0;59.0;906.0;61.0;1;0;0;0;0;0;0;0;1;0;69.0
249265;16;474.0;57.0;746.0;45.0;925.0;46.0;1;0;0;0;0;0;0;0;0;1;52.0
249266;16;466.0;81.0;732.0;87.0;862.0;110.0;1;0;0;0;0;1;0;0;0;0;72.0
249267;16;547.0;165.0;784.0;201.0;1000.0;119.0;1;0;0;0;0;0;1;0;0;0;246.0
249268;16;532.0;56.0;762.0;60.0;968.0;69.0;1;0;0;0;0;0;0;1;0;0;59.0
249307;16;7.0;107.0;497.0;67.0;746.0;77.0;1;0;0;1;0;0;0;0;0;0;43.0
249308;16;48.0;49.0;520.0;70.0;758.0;80.0;1;0;0;0;1;0;0;0;0;0;93.0
249309;16;25.0;69.0;498.0;74.0;754.0;59.0;1;0;0;0;0;0;0;0;1;0;64.0
249310;16;10.0;52.0;484.0;57.0;756.0;45.0;1;0;0;0;0;0;0;0;0;1;53.0
249311;16;65.0;72.0;531.0;81.0;797.0;87.0;1;0;0;0;0;1;0;0;0;0;128.0
249312;16;13.0;246.0;560.0;165.0;797.0;201.0;1;0;0;0;0;0;1;0;0;0;221.0
249313;16;27.0;59.0;559.0;56.0;789.0;60.0;1;0;0;0;0;0;0;1;0;0;54.0
249342;16;159.0;43.0;166.0;107.0;656.0;67.0;1;0;0;1;0;0;0;0;0;0;270.0
249343;16;97.0;93.0;145.0;49.0;617.0;70.0;1;0;0;0;1;0;0;0;0;0;49.0
249344;16;159.0;64.0;184.0;69.0;657.0;74.0;1;0;0;0;0;0;0;0;1;0;139.0
249345;16;157.0;53.0;167.0;52.0;641.0;57.0;1;0;0;0;0;0;0;0;0;1;77.0
249387;16;322.0;270.0;481.0;43.0;488.0;107.0;1;0;0;1;0;0;0;0;0;0;53.0
249388;16;341.0;49.0;438.0;93.0;486.0;49.0;1;0;0;0;1;0;0;0;0;0;47.0
249389;16;278.0;139.0;437.0;64.0;462.0;69.0;1;0;0;0;0;0;0;0;1;0;58.0
249390;16;280.0;77.0;437.0;53.0;447.0;52.0;1;0;0;0;0;0;0;0;0;1;47.0
249391;16;421.0;128.0;486.0;72.0;952.0;81.0;1;0;0;0;0;1;0;0;0;0;92.0
249392;16;309.0;221.0;322.0;246.0;869.0;165.0;1;0;0;0;0;0;1;0;0;0;89.0
249393;16;305.0;54.0;332.0;59.0;864.0;56.0;1;0;0;0;0;0;0;1;0;0;70.0
249422;16;465.0;53.0;787.0;270.0;946.0;43.0;1;0;0;1;0;0;0;0;0;0;113.0
249423;16;509.0;47.0;850.0;49.0;947.0;93.0;1;0;0;0;1;0;0;0;0;0;87.0
249424;16;517.0;58.0;795.0;139.0;954.0;64.0;1;0;0;0;0;0;0;0;1;0;60.0
249425;16;532.0;47.0;812.0;77.0;969.0;53.0;1;0;0;0;0;0;0;0;0;1;50.0
249426;16;534.0;92.0;955.0;128.0;1020.0;72.0;1;0;0;0;0;1;0;0;0;0;114.0
249427;16;558.0;89.0;867.0;221.0;880.0;246.0;1;0;0;0;0;0;1;0;0;0;113.0
249428;16;578.0;70.0;883.0;54.0;910.0;59.0;1;0;0;0;0;0;0;1;0;0;71.0
249467;16;726.0;113.0;1191.0;53.0;1513.0;270.0;1;0;0;1;0;0;0;0;0;0;59.0
249468;16;719.0;87.0;1228.0;47.0;1569.0;49.0;1;0;0;0;1;0;0;0;0;0;76.0
249469;16;725.0;60.0;1242.0;58.0;1520.0;139.0;1;0;0;0;0;0;0;0;1;0;64.0
249470;16;729.0;50.0;1261.0;47.0;1541.0;77.0;1;0;0;0;0;0;0;0;0;1;54.0
249471;16;735.0;114.0;1269.0;92.0;1690.0;128.0;1;0;0;0;0;1;0;0;0;0;120.0
249472;16;764.0;113.0;1322.0;89.0;1631.0;221.0;1;0;0;0;0;0;1;0;0;0;141.0
249473;16;751.0;71.0;1329.0;70.0;1634.0;54.0;1;0;0;0;0;0;0;1;0;0;59.0
249502;16;94.0;59.0;820.0;113.0;1285.0;53.0;1;0;0;1;0;0;0;0;0;0;80.0
249503;16;78.0;76.0;797.0;87.0;1306.0;47.0;1;0;0;0;1;0;0;0;0;0;89.0
249504;16;102.0;64.0;827.0;60.0;1344.0;58.0;1;0;0;0;0;0;0;0;1;0;114.0
249505;16;86.0;54.0;815.0;50.0;1347.0;47.0;1;0;0;0;0;0;0;0;0;1;82.0
249506;16;104.0;120.0;839.0;114.0;1373.0;92.0;1;0;0;0;0;1;0;0;0;0;138.0
249507;16;117.0;141.0;881.0;113.0;1439.0;89.0;1;0;0;0;0;0;1;0;0;0;175.0
249508;16;122.0;59.0;873.0;71.0;1451.0;70.0;1;0;0;0;0;0;0;1;0;0;82.0
249547;16;272.0;80.0;366.0;59.0;1092.0;113.0;1;0;0;1;0;0;0;0;0;0;81.0
249548;16;276.0;89.0;354.0;76.0;1073.0;87.0;1;0;0;0;1;0;0;0;0;0;70.0
249549;16;257.0;114.0;359.0;64.0;1084.0;60.0;1;0;0;0;0;0;0;0;1;0;63.0
249550;16;271.0;82.0;357.0;54.0;1086.0;50.0;1;0;0;0;0;0;0;0;0;1;51.0
249551;16;212.0;138.0;316.0;120.0;1051.0;114.0;1;0;0;0;0;1;0;0;0;0;79.0
249552;16;211.0;175.0;328.0;141.0;1092.0;113.0;1;0;0;0;0;0;1;0;0;0;150.0
249553;16;194.0;82.0;316.0;59.0;1067.0;71.0;1;0;0;0;0;0;0;1;0;0;43.0
249582;16;184.0;81.0;456.0;80.0;550.0;59.0;1;0;0;1;0;0;0;0;0;0;96.0
249583;16;165.0;70.0;441.0;89.0;519.0;76.0;1;0;0;0;1;0;0;0;0;0;54.0
249584;16;132.0;63.0;389.0;114.0;491.0;64.0;1;0;0;0;0;0;0;0;1;0;62.0
249585;16;102.0;51.0;373.0;82.0;459.0;54.0;1;0;0;0;0;0;0;0;0;1;40.0
249586;16;110.0;79.0;322.0;138.0;426.0;120.0;1;0;0;0;0;1;0;0;0;0;64.0
249587;16;102.0;150.0;313.0;175.0;430.0;141.0;1;0;0;0;0;0;1;0;0;0;150.0
249588;17;112.0;43.0;306.0;82.0;428.0;59.0;1;0;0;0;0;0;0;1;0;0;75.0
249627;16;94.0;96.0;278.0;81.0;550.0;80.0;1;0;0;1;0;0;0;0;0;0;106.0
249628;16;79.0;54.0;244.0;70.0;520.0;89.0;1;0;0;0;1;0;0;0;0;0;59.0
249629;16;127.0;62.0;259.0;63.0;516.0;114.0;1;0;0;0;0;0;0;0;1;0;68.0
249630;16;135.0;40.0;237.0;51.0;508.0;82.0;1;0;0;0;0;0;0;0;0;1;54.0
249631;16;136.0;64.0;246.0;79.0;458.0;138.0;1;0;0;0;0;1;0;0;0;0;87.0
249632;17;101.0;150.0;203.0;150.0;414.0;175.0;1;0;0;0;0;0;1;0;0;0;131.0
249633;17;100.0;75.0;212.0;43.0;406.0;82.0;1;0;0;0;0;0;0;1;0;0;74.0
249662;16;173.0;106.0;267.0;96.0;451.0;81.0;1;0;0;1;0;0;0;0;0;0;47.0
249663;16;195.0;59.0;274.0;54.0;439.0;70.0;1;0;0;0;1;0;0;0;0;0;54.0
249664;16;181.0;68.0;308.0;62.0;440.0;63.0;1;0;0;0;0;0;0;0;1;0;68.0
249665;17;242.0;54.0;377.0;40.0;479.0;51.0;1;0;0;0;0;0;0;0;0;1;55.0
249667;17;343.0;131.0;444.0;150.0;546.0;150.0;1;0;0;0;0;0;1;0;0;0;167.0
249668;17;350.0;74.0;450.0;75.0;562.0;43.0;1;0;0;0;0;0;0;1;0;0;57.0
249707;17;572.0;47.0;745.0;106.0;839.0;96.0;1;0;0;1;0;0;0;0;0;0;199.0
249708;17;569.0;54.0;764.0;59.0;843.0;54.0;1;0;0;0;1;0;0;0;0;0;52.0
249709;17;555.0;68.0;736.0;68.0;863.0;62.0;1;0;0;0;0;0;0;0;1;0;58.0
249710;17;502.0;55.0;744.0;54.0;879.0;40.0;1;0;0;0;0;0;0;0;0;1;43.0
249711;17;718.0;87.0;854.0;64.0;964.0;79.0;1;0;0;0;0;1;0;0;0;0;62.0
249712;17;423.0;167.0;766.0;131.0;867.0;150.0;1;0;0;0;0;0;1;0;0;0;179.0
249713;17;443.0;57.0;793.0;74.0;893.0;75.0;1;0;0;0;0;0;0;1;0;0;54.0
249742;17;217.0;199.0;789.0;47.0;962.0;106.0;1;0;0;1;0;0;0;0;0;0;104.0
249743;17;261.0;52.0;830.0;54.0;1025.0;59.0;1;0;0;0;1;0;0;0;0;0;107.0
249744;17;264.0;58.0;819.0;68.0;1000.0;68.0;1;0;0;0;0;0;0;0;1;0;63.0
249745;17;255.0;43.0;757.0;55.0;999.0;54.0;1;0;0;0;0;0;0;0;0;1;51.0
249746;17;303.0;62.0;1021.0;87.0;1157.0;64.0;1;0;0;0;0;1;0;0;0;0;110.0
249747;17;339.0;179.0;762.0;167.0;1105.0;131.0;1;0;0;0;0;0;1;0;0;0;200.0
249748;17;316.0;54.0;759.0;57.0;1109.0;74.0;1;0;0;0;0;0;0;1;0;0;60.0
249787;17;67.0;104.0;284.0;199.0;856.0;47.0;1;0;0;1;0;0;0;0;0;0;134.0
249788;17;23.0;107.0;284.0;52.0;853.0;54.0;1;0;0;0;1;0;0;0;0;0;78.0
249789;17;38.0;63.0;302.0;58.0;857.0;68.0;1;0;0;0;0;0;0;0;1;0;100.0
249790;17;47.0;51.0;302.0;43.0;804.0;55.0;1;0;0;0;0;0;0;0;0;1;82.0
249791;17;39.0;110.0;342.0;62.0;1060.0;87.0;1;0;0;0;0;1;0;0;0;0;102.0
249793;17;8.0;60.0;324.0;54.0;767.0;57.0;1;0;0;0;0;0;0;1;0;0;86.0
249822;17;561.0;134.0;628.0;104.0;845.0;199.0;1;0;0;1;0;0;0;0;0;0;77.0
249823;17;567.0;78.0;590.0;107.0;851.0;52.0;1;0;0;0;1;0;0;0;0;0;59.0
249824;17;551.0;100.0;589.0;63.0;853.0;58.0;1;0;0;0;0;0;0;0;1;0;62.0
249825;17;548.0;82.0;595.0;51.0;850.0;43.0;1;0;0;0;0;0;0;0;0;1;48.0
249826;17;551.0;102.0;590.0;110.0;893.0;62.0;1;0;0;0;0;1;0;0;0;0;81.0
249827;17;557.0;176.0;557.0;200.0;896.0;179.0;1;0;0;0;0;0;1;0;0;0;162.0
249828;17;540.0;86.0;548.0;60.0;864.0;54.0;1;0;0;0;0;0;0;1;0;0;46.0
249867;17;141.0;77.0;702.0;134.0;769.0;104.0;1;0;0;1;0;0;0;0;0;0;69.0
249868;17;130.0;59.0;697.0;78.0;720.0;107.0;1;0;0;0;1;0;0;0;0;0;73.0
249869;17;107.0;62.0;658.0;100.0;696.0;63.0;1;0;0;0;0;0;0;0;1;0;61.0
249870;17;83.0;48.0;631.0;82.0;678.0;51.0;1;0;0;0;0;0;0;0;0;1;55.0
249871;17;95.0;81.0;646.0;102.0;685.0;110.0;1;0;0;0;0;1;0;0;0;0;100.0
249872;17;111.0;162.0;668.0;176.0;668.0;200.0;1;0;0;0;0;0;1;0;0;0;180.0
249873;17;103.0;46.0;643.0;86.0;651.0;60.0;1;0;0;0;0;0;0;1;0;0;61.0
249902;17;225.0;69.0;366.0;77.0;927.0;134.0;1;0;0;1;0;0;0;0;0;0;85.0
249903;17;243.0;73.0;373.0;59.0;940.0;78.0;1;0;0;0;1;0;0;0;0;0;69.0
249904;17;267.0;61.0;374.0;62.0;925.0;100.0;1;0;0;0;0;0;0;0;1;0;67.0
249905;17;286.0;55.0;369.0;48.0;917.0;82.0;1;0;0;0;0;0;0;0;0;1;50.0
249906;17;284.0;100.0;379.0;81.0;930.0;102.0;1;0;0;0;0;1;0;0;0;0;115.0
249907;17;221.0;180.0;332.0;162.0;889.0;176.0;1;0;0;0;0;0;1;0;0;0;135.0
249908;17;233.0;61.0;336.0;46.0;876.0;86.0;1;0;0;0;0;0;0;1;0;0;56.0
249947;17;292.0;85.0;517.0;69.0;658.0;77.0;1;0;0;1;0;0;0;0;0;0;85.0
249948;17;265.0;69.0;508.0;73.0;638.0;59.0;1;0;0;0;1;0;0;0;0;0;64.0
249949;17;259.0;67.0;526.0;61.0;633.0;62.0;1;0;0;0;0;0;0;0;1;0;60.0
249950;17;259.0;50.0;545.0;55.0;628.0;48.0;1;0;0;0;0;0;0;0;0;1;52.0
249951;17;235.0;115.0;519.0;100.0;614.0;81.0;1;0;0;0;0;1;0;0;0;0;91.0
249952;17;216.0;135.0;437.0;180.0;548.0;162.0;1;0;0;0;0;0;1;0;0;0;102.0
249953;17;216.0;56.0;449.0;61.0;552.0;46.0;1;0;0;0;0;0;0;1;0;0;58.0
249982;17;287.0;85.0;579.0;85.0;804.0;69.0;1;0;0;1;0;0;0;0;0;0;53.0
249983;17;300.0;64.0;565.0;69.0;808.0;73.0;1;0;0;0;1;0;0;0;0;0;52.0
249984;17;310.0;60.0;569.0;67.0;836.0;61.0;1;0;0;0;0;0;0;0;1;0;68.0
249985;17;314.0;52.0;573.0;50.0;859.0;55.0;1;0;0;0;0;0;0;0;0;1;54.0
249986;17;322.0;91.0;557.0;115.0;841.0;100.0;1;0;0;0;0;1;0;0;0;0;99.0
249987;17;481.0;102.0;697.0;135.0;918.0;180.0;1;0;0;0;0;0;1;0;0;0;225.0
249988;17;476.0;58.0;692.0;56.0;925.0;61.0;1;0;0;0;0;0;0;1;0;0;40.0
250027;17;497.0;53.0;784.0;85.0;1076.0;85.0;1;0;0;1;0;0;0;0;0;0;50.0
250028;17;527.0;52.0;827.0;64.0;1092.0;69.0;1;0;0;0;1;0;0;0;0;0;88.0
250029;17;524.0;68.0;834.0;60.0;1093.0;67.0;1;0;0;0;0;0;0;0;1;0;64.0
250030;17;534.0;54.0;848.0;52.0;1107.0;50.0;1;0;0;0;0;0;0;0;0;1;51.0
250031;17;556.0;99.0;878.0;91.0;1113.0;115.0;1;0;0;0;0;1;0;0;0;0;121.0
250032;17;518.0;225.0;999.0;102.0;1215.0;135.0;1;0;0;0;0;0;1;0;0;0;213.0
250033;17;511.0;40.0;987.0;58.0;1203.0;56.0;1;0;0;0;0;0;0;1;0;0;47.0
250062;17;93.0;50.0;590.0;53.0;877.0;85.0;1;0;0;1;0;0;0;0;0;0;45.0
250063;17;70.0;88.0;597.0;52.0;897.0;64.0;1;0;0;0;1;0;0;0;0;0;84.0
250064;17;68.0;64.0;592.0;68.0;902.0;60.0;1;0;0;0;0;0;0;0;1;0;84.0
250065;17;55.0;51.0;589.0;54.0;903.0;52.0;1;0;0;0;0;0;0;0;0;1;49.0
250066;17;39.0;121.0;595.0;99.0;917.0;91.0;1;0;0;0;0;1;0;0;0;0;104.0
250107;17;230.0;45.0;323.0;50.0;820.0;53.0;1;0;0;1;0;0;0;0;0;0;66.0
250108;17;231.0;84.0;301.0;88.0;828.0;52.0;1;0;0;0;1;0;0;0;0;0;70.0
250109;17;212.0;84.0;280.0;64.0;804.0;68.0;1;0;0;0;0;0;0;0;1;0;65.0
250110;17;205.0;49.0;260.0;51.0;794.0;54.0;1;0;0;0;0;0;0;0;0;1;44.0
250111;17;212.0;104.0;251.0;121.0;807.0;99.0;1;0;0;0;0;1;0;0;0;0;112.0
250112;17;232.0;177.0;211.0;213.0;729.0;225.0;1;0;0;0;0;0;1;0;0;0;182.0
250113;17;254.0;48.0;220.0;47.0;731.0;40.0;1;0;0;0;0;0;0;1;0;0;54.0
250142;17;524.0;66.0;754.0;45.0;847.0;50.0;1;0;0;1;0;0;0;0;0;0;51.0
250143;17;515.0;70.0;746.0;84.0;816.0;88.0;1;0;0;0;1;0;0;0;0;0;53.0
250144;18;527.0;65.0;739.0;84.0;807.0;64.0;1;0;0;0;0;0;0;0;1;0;61.0
250145;18;536.0;44.0;741.0;49.0;796.0;51.0;1;0;0;0;0;0;0;0;0;1;46.0
250146;18;517.0;112.0;729.0;104.0;768.0;121.0;1;0;0;0;0;1;0;0;0;0;65.0
250147;18;451.0;182.0;683.0;177.0;662.0;213.0;1;0;0;0;0;0;1;0;0;0;105.0
250148;18;440.0;54.0;694.0;48.0;660.0;47.0;1;0;0;0;0;0;0;1;0;0;43.0
250187;17;94.0;51.0;618.0;66.0;848.0;45.0;1;0;0;1;0;0;0;0;0;0;86.0
250188;18;91.0;53.0;606.0;70.0;837.0;84.0;1;0;0;0;1;0;0;0;0;0;58.0
250189;18;84.0;61.0;611.0;65.0;823.0;84.0;1;0;0;0;0;0;0;0;1;0;70.0
250190;18;72.0;46.0;608.0;44.0;813.0;49.0;1;0;0;0;0;0;0;0;0;1;48.0
250191;18;75.0;65.0;592.0;112.0;804.0;104.0;1;0;0;0;0;1;0;0;0;0;96.0
250192;18;99.0;105.0;550.0;182.0;782.0;177.0;1;0;0;0;0;0;1;0;0;0;138.0
250193;18;98.0;43.0;538.0;54.0;792.0;48.0;1;0;0;0;0;0;0;1;0;0;45.0
250222;18;572.0;86.0;666.0;51.0;1190.0;66.0;1;0;0;1;0;0;0;0;0;0;70.0
250223;18;580.0;58.0;671.0;53.0;1186.0;70.0;1;0;0;0;1;0;0;0;0;0;64.0
250224;18;585.0;70.0;669.0;61.0;1196.0;65.0;1;0;0;0;0;0;0;0;1;0;59.0
250225;18;608.0;48.0;680.0;46.0;1216.0;44.0;1;0;0;0;0;0;0;0;0;1;49.0
250226;18;602.0;96.0;677.0;65.0;1194.0;112.0;1;0;0;0;0;1;0;0;0;0;90.0
250227;18;552.0;138.0;651.0;105.0;1102.0;182.0;1;0;0;0;0;0;1;0;0;0;93.0
250228;18;569.0;45.0;667.0;43.0;1107.0;54.0;1;0;0;0;0;0;0;1;0;0;52.0
250267;18;255.0;70.0;827.0;86.0;921.0;51.0;1;0;0;1;0;0;0;0;0;0;72.0
250268;18;213.0;64.0;793.0;58.0;884.0;53.0;1;0;0;0;1;0;0;0;0;0;39.0
250269;18;214.0;59.0;799.0;70.0;883.0;61.0;1;0;0;0;0;0;0;0;1;0;61.0
250270;18;184.0;49.0;792.0;48.0;864.0;46.0;1;0;0;0;0;0;0;0;0;1;41.0
250271;18;215.0;90.0;817.0;96.0;892.0;65.0;1;0;0;0;0;1;0;0;0;0;102.0
250302;18;567.0;72.0;822.0;70.0;1394.0;86.0;1;0;0;1;0;0;0;0;0;0;59.0
250303;18;599.0;39.0;812.0;64.0;1392.0;58.0;1;0;0;0;1;0;0;0;0;0;71.0
250304;18;584.0;61.0;798.0;59.0;1383.0;70.0;1;0;0;0;0;0;0;0;1;0;47.0
250305;18;590.0;41.0;774.0;49.0;1382.0;48.0;1;0;0;0;0;0;0;0;0;1;44.0
250306;18;560.0;102.0;775.0;90.0;1377.0;96.0;1;0;0;0;0;1;0;0;0;0;91.0
250307;18;819.0;93.0;1371.0;138.0;1470.0;105.0;1;0;0;0;0;0;1;0;0;0;130.0
250308;18;807.0;52.0;1376.0;45.0;1474.0;43.0;1;0;0;0;0;0;0;1;0;0;48.0
250382;18;322.0;117.0;257.0;59.0;824.0;72.0;1;0;0;1;0;0;0;0;0;0;48.0
250383;18;327.0;58.0;263.0;71.0;862.0;39.0;1;0;0;0;1;0;0;0;0;0;45.0
250384;18;336.0;58.0;287.0;47.0;871.0;61.0;1;0;0;0;0;0;0;0;1;0;56.0
250385;18;331.0;47.0;293.0;44.0;883.0;41.0;1;0;0;0;0;0;0;0;0;1;47.0
250386;18;365.0;78.0;333.0;91.0;893.0;102.0;1;0;0;0;0;1;0;0;0;0;103.0
250387;18;357.0;159.0;351.0;130.0;1170.0;93.0;1;0;0;0;0;0;1;0;0;0;151.0
250388;18;353.0;49.0;350.0;48.0;1157.0;52.0;1;0;0;0;0;0;0;1;0;0;45.0
250427;18;425.0;48.0;747.0;117.0;682.0;59.0;1;0;0;1;0;0;0;0;0;0;56.0
250428;18;403.0;45.0;730.0;58.0;666.0;71.0;1;0;0;0;1;0;0;0;0;0;55.0
250429;18;389.0;56.0;725.0;58.0;676.0;47.0;1;0;0;0;0;0;0;0;1;0;71.0
250430;18;391.0;47.0;722.0;47.0;684.0;44.0;1;0;0;0;0;0;0;0;0;1;49.0
250431;18;351.0;103.0;716.0;78.0;684.0;91.0;1;0;0;0;0;1;0;0;0;0;91.0
250432;18;350.0;151.0;707.0;159.0;701.0;130.0;1;0;0;0;0;0;1;0;0;0;166.0
250433;18;353.0;45.0;706.0;49.0;703.0;48.0;1;0;0;0;0;0;0;1;0;0;51.0
250462;18;122.0;56.0;547.0;48.0;869.0;117.0;1;0;0;1;0;0;0;0;0;0;130.0
250463;18;130.0;55.0;533.0;45.0;860.0;58.0;1;0;0;0;1;0;0;0;0;0;47.0
250464;18;127.0;71.0;516.0;56.0;852.0;58.0;1;0;0;0;0;0;0;0;1;0;68.0
250465;18;107.0;49.0;498.0;47.0;829.0;47.0;1;0;0;0;0;0;0;0;0;1;52.0
250466;18;110.0;91.0;461.0;103.0;826.0;78.0;1;0;0;0;0;1;0;0;0;0;94.0
250467;18;104.0;166.0;454.0;151.0;811.0;159.0;1;0;0;0;0;0;1;0;0;0;144.0
250468;18;90.0;51.0;443.0;45.0;796.0;49.0;1;0;0;0;0;0;0;1;0;0;51.0
250507;18;383.0;130.0;505.0;56.0;930.0;48.0;1;0;0;1;0;0;0;0;0;0;87.0
250508;18;386.0;47.0;516.0;55.0;919.0;45.0;1;0;0;0;1;0;0;0;0;0;45.0
250509;18;398.0;68.0;525.0;71.0;914.0;56.0;1;0;0;0;0;0;0;0;1;0;80.0
250510;18;424.0;52.0;531.0;49.0;922.0;47.0;1;0;0;0;0;0;0;0;0;1;50.0
250511;18;423.0;94.0;533.0;91.0;884.0;103.0;1;0;0;0;0;1;0;0;0;0;93.0
250512;18;455.0;144.0;559.0;166.0;909.0;151.0;1;0;0;0;0;0;1;0;0;0;170.0
250513;18;470.0;51.0;560.0;51.0;913.0;45.0;1;0;0;0;0;0;0;1;0;0;49.0
250542;18;295.0;87.0;678.0;130.0;800.0;56.0;1;0;0;1;0;0;0;0;0;0;73.0
250543;18;287.0;45.0;673.0;47.0;803.0;55.0;1;0;0;0;1;0;0;0;0;0;58.0
250544;18;277.0;80.0;675.0;68.0;802.0;71.0;1;0;0;0;0;0;0;0;1;0;54.0
250545;18;265.0;50.0;689.0;52.0;796.0;49.0;1;0;0;0;0;0;0;0;0;1;48.0
250546;18;248.0;93.0;671.0;94.0;781.0;91.0;1;0;0;0;0;1;0;0;0;0;75.0
250547;18;175.0;170.0;630.0;144.0;734.0;166.0;1;0;0;0;0;0;1;0;0;0;102.0
250548;18;164.0;49.0;634.0;51.0;724.0;51.0;1;0;0;0;0;0;0;1;0;0;40.0
250587;18;290.0;73.0;585.0;87.0;968.0;130.0;1;0;0;1;0;0;0;0;0;0;34.0
250588;18;301.0;58.0;588.0;45.0;974.0;47.0;1;0;0;0;1;0;0;0;0;0;52.0
250589;18;300.0;54.0;577.0;80.0;975.0;68.0;1;0;0;0;0;0;0;0;1;0;69.0
250590;18;295.0;48.0;560.0;50.0;984.0;52.0;1;0;0;0;0;0;0;0;0;1;39.0
250591;18;281.0;75.0;529.0;93.0;952.0;94.0;1;0;0;0;0;1;0;0;0;0;62.0
250592;18;266.0;102.0;441.0;170.0;896.0;144.0;1;0;0;0;0;0;1;0;0;0;89.0
250593;18;271.0;40.0;435.0;49.0;905.0;51.0;1;0;0;0;0;0;0;1;0;0;45.0
250622;18;473.0;34.0;763.0;73.0;1058.0;87.0;1;0;0;1;0;0;0;0;0;0;90.0
250623;19;460.0;52.0;761.0;58.0;1048.0;45.0;1;0;0;0;1;0;0;0;0;0;56.0
250624;19;469.0;69.0;769.0;54.0;1046.0;80.0;1;0;0;0;0;0;0;0;1;0;78.0
250625;19;478.0;39.0;773.0;48.0;1038.0;50.0;1;0;0;0;0;0;0;0;0;1;70.0
250626;19;490.0;62.0;771.0;75.0;1019.0;93.0;1;0;0;0;0;1;0;0;0;0;74.0
250627;19;525.0;89.0;791.0;102.0;966.0;170.0;1;0;0;0;0;0;1;0;0;0;139.0
250628;19;541.0;45.0;812.0;40.0;976.0;49.0;1;0;0;0;0;0;0;1;0;0;76.0
250667;19;783.0;90.0;1256.0;34.0;1546.0;73.0;1;0;0;1;0;0;0;0;0;0;54.0
250668;19;803.0;56.0;1263.0;52.0;1564.0;58.0;1;0;0;0;1;0;0;0;0;0;57.0
250669;19;807.0;78.0;1276.0;69.0;1576.0;54.0;1;0;0;0;0;0;0;0;1;0;63.0
250670;19;821.0;70.0;1299.0;39.0;1594.0;48.0;1;0;0;0;0;0;0;0;0;1;53.0
250671;19;861.0;74.0;1351.0;62.0;1632.0;75.0;1;0;0;0;0;1;0;0;0;0;86.0
250712;19;286.0;54.0;1069.0;90.0;1542.0;34.0;1;0;0;1;0;0;0;0;0;0;37.0
250713;19;326.0;57.0;1129.0;56.0;1589.0;52.0;1;0;0;0;1;0;0;0;0;0;116.0
250714;19;302.0;63.0;1109.0;78.0;1578.0;69.0;1;0;0;0;0;0;0;0;1;0;58.0
250715;19;279.0;53.0;1100.0;70.0;1578.0;39.0;1;0;0;0;0;0;0;0;0;1;41.0
250716;19;271.0;86.0;1132.0;74.0;1622.0;62.0;1;0;0;0;0;1;0;0;0;0;106.0
250717;19;1100.0;139.0;1625.0;89.0;1891.0;102.0;1;0;0;0;0;0;1;0;0;0;87.0
250718;19;1086.0;76.0;1627.0;45.0;1898.0;40.0;1;0;0;0;0;0;0;1;0;0;45.0
250757;19;888.0;37.0;1174.0;54.0;1957.0;90.0;1;0;0;1;0;0;0;0;0;0;53.0
250758;19;835.0;116.0;1161.0;57.0;1964.0;56.0;1;0;0;0;1;0;0;0;0;0;63.0
250759;19;904.0;58.0;1206.0;63.0;2013.0;78.0;1;0;0;0;0;0;0;0;1;0;103.0
250760;19;920.0;41.0;1199.0;53.0;2020.0;70.0;1;0;0;0;0;0;0;0;0;1;49.0
250761;19;904.0;106.0;1175.0;86.0;2036.0;74.0;1;0;0;0;0;1;0;0;0;0;90.0
250762;19;970.0;87.0;2070.0;139.0;2595.0;89.0;1;0;0;0;0;0;1;0;0;0;173.0
250763;19;981.0;45.0;2067.0;76.0;2608.0;45.0;1;0;0;0;0;0;0;1;0;0;57.0
250802;19;332.0;53.0;1220.0;37.0;1506.0;54.0;1;0;0;1;0;0;0;0;0;0;81.0
250803;19;332.0;63.0;1167.0;116.0;1493.0;57.0;1;0;0;0;1;0;0;0;0;0;48.0
250804;19;288.0;103.0;1192.0;58.0;1494.0;63.0;1;0;0;0;0;0;0;0;1;0;64.0
250805;19;295.0;49.0;1215.0;41.0;1494.0;53.0;1;0;0;0;0;0;0;0;0;1;52.0
250806;19;298.0;90.0;1202.0;106.0;1473.0;86.0;1;0;0;0;0;1;0;0;0;0;93.0
250807;19;274.0;173.0;1244.0;87.0;2344.0;139.0;1;0;0;0;0;0;1;0;0;0;149.0
250808;19;252.0;57.0;1233.0;45.0;2319.0;76.0;1;0;0;0;0;0;0;1;0;0;51.0
